"SKU PADRE","SKU HIJO",Producto,Existencias,Activo
00473-UNI,U00473AUNIUNI,"Paquete de 3 Gorros en Algodón Hipoalergénico",80,1
00599_TE1,T00599ATE12A,"Calzón Entrenador en Algodón Hipoalergénico Color Jaspe",2581,1
00599_TE1,T00599ATE13A,"Calzón Entrenador en Algodón Hipoalergénico Color Jaspe",1945,1
00599_TE1,T00599ATE13X,"Calzón Entrenador en Algodón Hipoalergénico Color Jaspe",1647,1
00599_TE2,T00599ATE22A,"Calzón Entrenador en Algodón Hipoalergénico Color Azul ",2378,1
00599_TE2,T00599ATE23A,"Calzón Entrenador en Algodón Hipoalergénico Color Azul ",2218,1
00599_TE2,T00599ATE23X,"Calzón Entrenador en Algodón Hipoalergénico Color Azul ",1350,1
00606-AZU,U00606CAZU3X,"Pijama de 2 Piezas en Algodón Hipoalergénico, Playera Manga Larga y Pantalón",69,1
00606-AZU,U00606DAZU4A,"Pijama de 2 Piezas en Algodón Hipoalergénico, Playera Manga Larga y Pantalón",565,1
00606-AZU,U00606DAZU6A,"Pijama de 2 Piezas en Algodón Hipoalergénico, Playera Manga Larga y Pantalón",524,1
00606-AZU,U00606DAZU8A,"Pijama de 2 Piezas en Algodón Hipoalergénico, Playera Manga Larga y Pantalón",752,1
00606-AZU,U00606EAZU10A,"Pijama de 2 Piezas en Algodón Hipoalergénico, Playera Manga Larga y Pantalón",563,1
00606-AZU,U00606EAZU12A,"Pijama de 2 Piezas en Algodón Hipoalergénico, Playera Manga Larga y Pantalón",703,1
00606-BCO,U00606DBCO8A,"Pijama niña cardigan belgica 606b Baby Creysi",69,1
00606-BCO,U00606EBCO10A,"Pijama niña cardigan belgica 606b Baby Creysi",939,1
00606-BCO,U00606EBCO12A,"Pijama niña cardigan belgica 606b Baby Creysi",871,1
00606-BCO,U00606FBCO6A,"Pijama niña cardigan belgica 606b Baby Creysi",81,1
00606-RAY,U00606DRAY4A,"Pijama de 2 Piezas en Algodón Hipoalergénico, Playera Manga Larga y Pantalón",1497,1
00606-RAY,U00606DRAY6A,"Pijama de 2 Piezas en Algodón Hipoalergénico, Playera Manga Larga y Pantalón",475,1
00606-RAY,U00606DRAY8A,"Pijama de 2 Piezas en Algodón Hipoalergénico, Playera Manga Larga y Pantalón",1461,1
00606-RAY,U00606ERAY12A,"Pijama de 2 Piezas en Algodón Hipoalergénico, Playera Manga Larga y Pantalón",240,1
00814-DCX,T00814EDCX00,"Mallas en Algodón Hipoalergénico Bordado Jacquard",240,1
00814-DCX,T00814FDCX113,"Mallas en Algodón Hipoalergénico Bordado Jacquard",443,1
00814-DCX,T00814FDCX4A6,"Mallas en Algodón Hipoalergénico Bordado Jacquard",436,1
00814-DCX,T00814FDCX7A9,"Mallas en Algodón Hipoalergénico Bordado Jacquard",797,1
00880-NA1,U00880ANA1113,"Paquete de 2 Pares de Tines Deportivos sin Costuras en Algodón Hipoalergénico ",56,1
00880-NA1,U00880ANA14A6,"Paquete de 2 Pares de Tines Deportivos sin Costuras en Algodón Hipoalergénico ",365,1
00880-NA1,U00880ANA17A9,"Paquete de 2 Pares de Tines Deportivos sin Costuras en Algodón Hipoalergénico ",217,1
00880-NO1,U00880ANO1113,"Paquete de 2 Pares de Tines Deportivos sin Costuras en Algodón Hipoalergénico ",77,1
00880-NO1,U00880ANO14A6,"Paquete de 2 Pares de Tines Deportivos sin Costuras en Algodón Hipoalergénico ",53,1
00880-NO1,U00880ANO17A9,"Paquete de 2 Pares de Tines Deportivos sin Costuras en Algodón Hipoalergénico ",8,1
01422-AC3,U01422CAC310A,"Pijama de 2 Piezas en Algodón Hipoalergénico, Playera Manga Corta y Bermuda  ",64,1
01422-AC3,U01422CAC312A,"Pijama de 2 Piezas en Algodón Hipoalergénico, Playera Manga Corta y Bermuda  ",65,1
01422-AC3,U01422CAC314A,"Pijama de 2 Piezas en Algodón Hipoalergénico, Playera Manga Corta y Bermuda  ",66,1
01422-AC3,U01422CAC34A,"Pijama de 2 Piezas en Algodón Hipoalergénico, Playera Manga Corta y Bermuda  ",131,1
01422-AC3,U01422CAC36A,"Pijama de 2 Piezas en Algodón Hipoalergénico, Playera Manga Corta y Bermuda  ",134,1
01422-AC3,U01422CAC38A,"Pijama de 2 Piezas en Algodón Hipoalergénico, Playera Manga Corta y Bermuda  ",133,1
01456-ICJ,T01456AICJ0A6,"Mallas en Algodón Hipoalergénico con Bordado de Gatita ",208,1
01456-ICJ,T01456AICJ612,"Mallas en Algodón Hipoalergénico con Bordado de Gatita ",189,1
01456-ICJ,T01456BICJ1A2,"Mallas en Algodón Hipoalergénico con Bordado de Gatita ",124,1
01456-ICJ,T01456BICJ23X,"Mallas en Algodón Hipoalergénico con Bordado de Gatita ",121,1
01458-DCX,T01458ADCX0A6,"Mallas en Algodón Hipoalergénico Trenzado Jacquard ",132,1
01458-DCX,T01458ADCX612,"Mallas en Algodón Hipoalergénico Trenzado Jacquard ",127,1
01458-DCX,T01458BDCX23X,"Mallas en Algodón Hipoalergénico Trenzado Jacquard ",633,1
01458-EAG,T01458AEAG0A6,"Mallas en Algodón Hipoalergénico Trenzado Jacquard ",210,1
01458-EAG,T01458AEAG612,"Mallas en Algodón Hipoalergénico Trenzado Jacquard ",184,1
01458-EAG,T01458BEAG1A2,"Mallas en Algodón Hipoalergénico Trenzado Jacquard ",100,1
01458-EAG,T01458BEAG23X,"Mallas en Algodón Hipoalergénico Trenzado Jacquard ",116,1
01475-EAG,T01475CEAG113,"Mallas en Algodón Hipoalergénico Color Rosa",222,1
01475-EAG,T01475CEAG4A6,"Mallas en Algodón Hipoalergénico Color Rosa",300,1
01475-EAG,T01475CEAG7A9,"Mallas en Algodón Hipoalergénico Color Rosa",270,1
01476-EAG,T01476CEAG113,"Mallas en Algodón Hipoalergénico Color Rosa",1,
01476-EAG,T01476CEAG4A6,"Mallas en Algodón Hipoalergénico Color Rosa",87,1
01476-EAG,T01476CEAG7A9,"Mallas en Algodón Hipoalergénico Color Rosa",0,
037P5-ROS,U037P5DROS2A,"Paquete de 5 Pantaletas en Algodón Hipoalergénico ",0,
037P5-ROS,U037P5DROS3A,"Paquete de 5 Pantaletas en Algodón Hipoalergénico ",0,
037P5-ROS,U037P5DROS3X,"Paquete de 5 Pantaletas en Algodón Hipoalergénico ",0,
058P3-001,U058P3A001113,"Paquete de 3 Pares de Tines en Algodón Hipoalergénico de Tejido Plano",9,1
058P3-001,U058P3A0014A6,"Paquete de 3 Pares de Tines en Algodón Hipoalergénico de Tejido Plano",12,1
058P3-001,U058P3A0017A9,"Paquete de 3 Pares de Tines en Algodón Hipoalergénico de Tejido Plano",119,1
0I803-018,T0I803A0181A2,"Mallas en Algodón Hipoalergénico Color Negro ",7,1
0I803-018,T0I803A01823X,"Mallas en Algodón Hipoalergénico Color Negro ",44,1
0I803-018,T0I803A018612,"Mallas en Algodón Hipoalergénico Color Negro ",79,1
0I815-DCX,T0I815CDCX113,"Mallas en Algodón Hipoalergénico Trenzado Jacquard Color Rosa",786,1
0I815-DCX,T0I815CDCX4A6,"Mallas en Algodón Hipoalergénico Trenzado Jacquard Color Rosa",923,1
0I815-DCX,T0I815CDCX7A9,"Mallas en Algodón Hipoalergénico Trenzado Jacquard Color Rosa",812,1
0I815-EAG,T0I815AEAG012,"Mallas en Algodón Hipoalergénico Trenzado Jacquard Color Rosa",0,
0I815-EAG,T0I815CEAG113,"Mallas en Algodón Hipoalergénico Trenzado Jacquard Color Rosa",969,1
0I815-EAG,T0I815CEAG4A6,"Mallas en Algodón Hipoalergénico Trenzado Jacquard Color Rosa",1903,1
0I815-EAG,T0I815CEAG7A9,"Mallas en Algodón Hipoalergénico Trenzado Jacquard Color Rosa",1192,1
0I949-HHP,T0I949AHHP23X,"Mallas en Algodón Hipoalergénico Trenzado Jacquard Color Rojo ",43,1
0I949-HHP,T0I949AHHP612,"Mallas en Algodón Hipoalergénico Trenzado Jacquard Color Rojo ",48,1
0I949-HHP,T0I949BHHP113,"Mallas en Algodón Hipoalergénico Trenzado Jacquard Color Rojo ",84,1
0I949-HHP,T0I949BHHP4A6,"Mallas en Algodón Hipoalergénico Trenzado Jacquard Color Rojo ",123,1
0I949-HHP,T0I949BHHP7A9,"Mallas en Algodón Hipoalergénico Trenzado Jacquard Color Rojo ",87,1
0I960-DCX,T0I960ADCX00,"Mallas en Algodón Hipoalergénico Moteadas",366,1
0I960-DCX,T0I960ADCX012,"Mallas en Algodón Hipoalergénico Moteadas",91,1
0I960-DCX,T0I960ADCX1A2,"Mallas en Algodón Hipoalergénico Moteadas",126,1
0I960-DCX,T0I960ADCX23X,"Mallas en Algodón Hipoalergénico Moteadas",87,1
0I960-DCX,T0I960BDCX113,"Mallas en Algodón Hipoalergénico Moteadas",158,1
0I960-DCX,T0I960BDCX7A9,"Mallas en Algodón Hipoalergénico Moteadas",296,1
0I960-DFM,T0I960ADFM00,"Mallas en Algodón Hipoalergénico Moteadas",428,1
0I960-DFM,T0I960ADFM012,"Mallas en Algodón Hipoalergénico Moteadas",281,1
0I960-DFM,T0I960ADFM1A2,"Mallas en Algodón Hipoalergénico Moteadas",273,1
0I960-DFM,T0I960ADFM23X,"Mallas en Algodón Hipoalergénico Moteadas",204,1
0I960-DFM,T0I960BDFM113,"Mallas en Algodón Hipoalergénico Moteadas",416,1
0I960-DFM,T0I960BDFM4A6,"Mallas en Algodón Hipoalergénico Moteadas",30,1
0I960-DFM,T0I960BDFM7A9,"Mallas en Algodón Hipoalergénico Moteadas",324,1
0J813-JAO,T0J813AJAO00M,"Mallas en Algodón Hipoalergénico Color Gris",3,1
0J813-JAO,T0J813AJAO1A2,"Mallas en Algodón Hipoalergénico Color Gris",7,1
0J813-JAO,T0J813BJAO113,"Mallas en Algodón Hipoalergénico Color Gris",645,1
0J813-JAO,T0J813BJAO4A6,"Mallas en Algodón Hipoalergénico Color Gris",1047,1
0J813-JAO,T0J813BJAO7A9,"Mallas en Algodón Hipoalergénico Color Gris",0,
0K813-001,T0K813B0011A2,"Mallas en Algodón Hipoalergénico Color Blanco",2975,1
0K813-001,T0K813B00123X,"Mallas en Algodón Hipoalergénico Color Blanco",2677,1
0K813-001,T0K813C001113,"Mallas en Algodón Hipoalergénico Color Blanco",61,1
0K813-001,T0K813C0014A6,"Mallas en Algodón Hipoalergénico Color Blanco",4,1
0K813-001,T0K813C0017A9,"Mallas en Algodón Hipoalergénico Color Blanco",0,
0K813-HHH,T0K813AHHH012,"Mallas en Algodón Hipoalergénico Color Azul ",42,1
0K813-HHH,T0K813BHHH1A2,"Mallas en Algodón Hipoalergénico Color Azul ",1956,1
0K813-HHH,T0K813BHHH23X,"Mallas en Algodón Hipoalergénico Color Azul ",2898,1
0K813-HHH,T0K813CHHH113,"Mallas en Algodón Hipoalergénico Color Azul ",15,1
0K813-HHH,T0K813CHHH4A6,"Mallas en Algodón Hipoalergénico Color Azul ",0,
0K813-HHH,T0K813CHHH7A9,"Mallas en Algodón Hipoalergénico Color Azul ",0,
116P3-001,U116P3A001113,"Paquete de 3 Pares de Tines Sin Costuras en Algodón Hipoalergénico",0,
116P3-001,U116P3A0014A6,"Paquete de 3 Pares de Tines Sin Costuras en Algodón Hipoalergénico",0,
116P3-001,U116P3A0017A9,"Paquete de 3 Pares de Tines Sin Costuras en Algodón Hipoalergénico",0,
141P4-NNA,U141P4ANNA0A6,"Paquete de 4 Pares de Tines sin Costuras en Algodón Hipoalergénico",752,1
141P4-NNA,U141P4ANNA612,"Paquete de 4 Pares de Tines sin Costuras en Algodón Hipoalergénico",453,1
141P4-NNO,U141P4ANNO0A6,"Paquete de 4 Pares de Tines sin Costuras en Algodón Hipoalergénico",231,1
141P4-NNO,U141P4ANNO612,"Paquete de 4 Pares de Tines sin Costuras en Algodón Hipoalergénico",395,1
143P4-NNA,U143P4ANNA0A6,"Paquete de 4 Pares de Tines sin Costuras en Algodón Hipoalergénico",1342,1
143P4-NNA,U143P4ANNA1A2,"Paquete de 4 Pares de Tines sin Costuras en Algodón Hipoalergénico",1533,1
143P4-NNA,U143P4ANNA23X,"Paquete de 4 Pares de Tines sin Costuras en Algodón Hipoalergénico",1262,1
143P4-NNA,U143P4ANNA612,"Paquete de 4 Pares de Tines sin Costuras en Algodón Hipoalergénico",1123,1
143P4-NNO,U143P4ANNO0A6,"Paquete de 4 Pares de Tines sin Costuras en Algodón Hipoalergénico",522,1
143P4-NNO,U143P4ANNO1A2,"Paquete de 4 Pares de Tines sin Costuras en Algodón Hipoalergénico",1268,1
143P4-NNO,U143P4ANNO23X,"Paquete de 4 Pares de Tines sin Costuras en Algodón Hipoalergénico",962,1
143P4-NNO,U143P4ANNO612,"Paquete de 4 Pares de Tines sin Costuras en Algodón Hipoalergénico",398,1
148P3-NNA,U148P3ANNA113,"Paquete de 3 Pares de Tines en Algodón Hipoalergénico de Tejido Plano",246,1
148P3-NNA,U148P3ANNA4A6,"Paquete de 3 Pares de Tines en Algodón Hipoalergénico de Tejido Plano",469,1
148P3-NNA,U148P3ANNA7A9,"Paquete de 3 Pares de Tines en Algodón Hipoalergénico de Tejido Plano",793,1
222P5-ROS,U222P5EROS2A,"Paquete de 5 Pantaletas en Algodón Hipoalergénico ",0,
222P5-ROS,U222P5EROS3A,"Paquete de 5 Pantaletas en Algodón Hipoalergénico ",0,
222P5-ROS,U222P5EROS3X,"Paquete de 5 Pantaletas en Algodón Hipoalergénico ",0,
222P5-SUR,U222P5FSUR10A,"Paquete de 5 Pantaletas en Algodón Hipoalergénico",0,
222P5-SUR,U222P5FSUR12A,"Paquete de 5 Pantaletas en Algodón Hipoalergénico",0,
222P5-SUR,U222P5FSUR14A,"Paquete de 5 Pantaletas en Algodón Hipoalergénico",0,
222P5-SUR,U222P5FSUR4A,"Paquete de 5 Pantaletas en Algodón Hipoalergénico",0,
222P5-SUR,U222P5FSUR6A,"Paquete de 5 Pantaletas en Algodón Hipoalergénico",0,
222P5-SUR,U222P5FSUR8A,"Paquete de 5 Pantaletas en Algodón Hipoalergénico",0,
273P3-SUR,U273P3ASUR2T,"Paquete de 3 Leggins en Algodón Hipoalergénico",125,1
273P3-SUR,U273P3ASUR3T,"Paquete de 3 Leggins en Algodón Hipoalergénico",125,1
273P3-SUR,U273P3ASUR4T,"Paquete de 3 Leggins en Algodón Hipoalergénico",145,1
595P5-JAS,U595P5CJAS2A,"Paquete de 3 Trusas en Algodón Hipoalergénico ",0,
595P5-JAS,U595P5CJAS3A,"Paquete de 3 Trusas en Algodón Hipoalergénico ",0,
595P5-JAS,U595P5CJAS3X,"Paquete de 3 Trusas en Algodón Hipoalergénico ",0,
599P2_001,U599P2B0012A,"Paquete de 2 Calzones Entrenadores en Algodón Hipoalergénico ",354,1
599P2_001,U599P2B0013A,"Paquete de 2 Calzones Entrenadores en Algodón Hipoalergénico ",594,1
599P2_001,U599P2B0013X,"Paquete de 2 Calzones Entrenadores en Algodón Hipoalergénico ",508,1
681A3-018,U681A3B018113,"Paquete de 3 Pares de Tines Deportivos en Algodón Hipoalergénico ",89,1
681A3-018,U681A3B0184A6,"Paquete de 3 Pares de Tines Deportivos en Algodón Hipoalergénico ",33,1
681A3-018,U681A3B0187A9,"Paquete de 3 Pares de Tines Deportivos en Algodón Hipoalergénico ",452,1
681A3-029,U681A3B029113,"Paquete de 3 Pares de Tines Deportivos en Algodón Hipoalergénico ",235,1
681A3-029,U681A3B0294A6,"Paquete de 3 Pares de Tines Deportivos en Algodón Hipoalergénico ",1,
681A3-029,U681A3B0297A9,"Paquete de 3 Pares de Tines Deportivos en Algodón Hipoalergénico ",1,
C2581-AZ3,UC2581AAZ3218,"Set de 2 Piezas en Algodón Hipoalergénico, Gorro y Manoplas Color Azul ",96,1
C2604-BCO,UC2604ABCO00M,"Set de Regalo 4 Piezas en Algodón Hipoalergénico, Mameluco Manga Larga, Pañalero Manga Corta, Gorro y Tines ",412,1
C2604-BCO,UC2604ABCO03M,"Set de Regalo 4 Piezas en Algodón Hipoalergénico, Mameluco Manga Larga, Pañalero Manga Corta, Gorro y Tines ",233,1
C2604-BCO,UC2604ABCO3A6,"Set de Regalo 4 Piezas en Algodón Hipoalergénico, Mameluco Manga Larga, Pañalero Manga Corta, Gorro y Tines ",560,1
C2604-EOW,UC2604AEOW00M,"Set de Regalo 4 Piezas en Algodón Hipoalergénico, Mameluco Manga Larga, Pañalero Manga Corta, Gorro y Tines ",455,1
C2604-EOW,UC2604AEOW03M,"Set de Regalo 4 Piezas en Algodón Hipoalergénico, Mameluco Manga Larga, Pañalero Manga Corta, Gorro y Tines ",406,1
C2604-EOW,UC2604AEOW3A6,"Set de Regalo 4 Piezas en Algodón Hipoalergénico, Mameluco Manga Larga, Pañalero Manga Corta, Gorro y Tines ",781,1
C2622-BCO,TC2622ABCO12M,"Leggins en Algodón Hipoalergénico Color Blanco ",304,1
C2622-BCO,TC2622ABCO18M,"Leggins en Algodón Hipoalergénico Color Blanco ",539,1
C2622-BCO,TC2622ABCO3M,"Leggins en Algodón Hipoalergénico Color Blanco ",281,1
C2622-BCO,TC2622ABCO6M,"Leggins en Algodón Hipoalergénico Color Blanco ",996,1
C2622-ROS,TC2622AROS12M,"Leggins en Algodón Hipoalergénico Color Rosa ",240,1
C2622-ROS,TC2622AROS18M,"Leggins en Algodón Hipoalergénico Color Rosa ",114,1
C2622-ROS,TC2622AROS3M,"Leggins en Algodón Hipoalergénico Color Rosa ",431,1
C2622-ROS,TC2622AROS6M,"Leggins en Algodón Hipoalergénico Color Rosa ",381,1
D2615-ROS,TD2615AROS03M,"Leggins en Algodón Hipoalergénico a Rayas ",2047,1
D2615-ROS,TD2615AROS218,"Leggins en Algodón Hipoalergénico a Rayas ",1600,1
D2615-ROS,TD2615AROS3A6,"Leggins en Algodón Hipoalergénico a Rayas ",1885,1
D2615-ROS,TD2615AROS6A9,"Leggins en Algodón Hipoalergénico a Rayas ",1252,1
E106B-BCO,UE106BABCOUNI,"Set de 2 Piezas en Algodón Hipoalergénico, Gorro y Manoplas Color Gris ",74,1
F106B-EPM,UF106BAEPMUNI,"Set de 2 Piezas en Algodón Hipoalergénico, Gorro y Manoplas Color Gris ",233,1
F106B-JBN,UF106BAJBNUNI,"Set de 2 Piezas en Algodón Hipoalergénico, Gorro y Manoplas Estampado Floral",214,1
F2514-COL,TF2514ACOL218,"Vestido sin Mangas en Algodón Hipoalergénico  ",44,1
F2514-COL,TF2514ACOL24M,"Vestido sin Mangas en Algodón Hipoalergénico  ",49,1
F2514-COL,TF2514ACOL3A6,"Vestido sin Mangas en Algodón Hipoalergénico  ",108,1
F2514-COL,TF2514ACOL6A9,"Vestido sin Mangas en Algodón Hipoalergénico  ",110,1
F2570-ICO,UF2570AICO03M,"Set de 2 Piezas en Algodón Hipoalergénico, Gorro y Manoplas Color Gris ",122,1
G1024-303,TG1024A303UNI,"Gorro en Algodón Hipoalergénico Diseño de León ",192,1
G1057-EXB,UG1057AEXBUNI,"Paquete de 2 Baberos en Algodón Hipoalergénico Bordado de Submarinos",20,1
G1120-HFZ,UG1120AHFZUNI,"Paquete de 2 Baberos en Algodón Hipoalergénico Bordado de Elefantitos",14,1
G1279-DCX,UG1279ADCXUNI,"Paquete de 2 Baberos en Algodón Hipoalergénico Bordado de Nubecita",2275,1
G1279-EAG,UG1279AEAGUNI,"Paquete de 2 Baberos en Algodón Hipoalergénico Color Rosa",2248,1
G1279-HNG,UG1279AHNGUNI,"Paquete de 2 Baberos en Algodón Hipoalergénico Color Azul ",2243,1
G2506-EPM,TG2506AEPM24M,"Vestido jersey G2506 Quality & Love",62,1
G2506-EPM,TG2506AEPM3A6,"Vestido jersey G2506 Quality & Love",14,1
G2506-EPM,TG2506AEPM6A9,"Vestido jersey G2506 Quality & Love",61,1
G2506-EPM,TG2506BEPM2A,"Vestido jersey G2506 Quality & Love",52,1
G2506-EPM,TG2506BEPM3A,"Vestido jersey G2506 Quality & Love",103,1
G3100-DEW,UG3100ADEW0A3,"Paquete de 2 Gorros Orejas de Oso en Algodón Hipoalergénico ",108,1
G3100-DEW,UG3100ADEW618,"Paquete de 2 Gorros Orejas de Oso en Algodón Hipoalergénico ",120,1
G3100-HLV,UG3100AHLV0A3,"Paquete de 2 Gorros Orejas de Oso en Algodón Hipoalergénico ",111,1
G3100-HLV,UG3100AHLV618,"Paquete de 2 Gorros Orejas de Oso en Algodón Hipoalergénico ",117,1
G3100-HNH,UG3100AHNH0A3,"Paquete de 2 Gorros Orejas de Oso en Algodón Hipoalergénico ",111,1
G3100-HNH,UG3100AHNH618,"Paquete de 2 Gorros Orejas de Oso en Algodón Hipoalergénico ",119,1
H1080-EAG,UH1080AEAGUNI,"Paquete de 2 Baberos en Algodón Hipoalergénico Color Rosa",837,1
H1080-HNG,UH1080AHNGUNI,"Paquete de 2 Baberos en Algodón Hipoalergénico Color Azul ",842,1
H1080-JTE,UH1080AJTEUNI,"Paquete de 2 Baberos en Algodón Hipoalergénico Color Gris ",823,1
H1082-EAG,UH1082AEAGUNI,"Paquete de 2 Gorros en Algodón Hipoalergénico",827,1
H1082-HNG,UH1082AHNGUNI,"Paquete de 2 Gorros en Algodón Hipoalergénico Color Azul",822,1
H1136-EQS,UH1136AEQSUNI,"Paquete de 2 Baberos en Algodón Hipoalergénico Bordado de Gatitos",555,1
H1136-JTE,UH1136AJTEUNI,"Paquete de 2 Baberos en Algodón Hipoalergénico Bordado de Gatitos",513,1
H1138-DEW,TH1138ADEWUNI,"Gorro Orejas de Elefantito en Algodón Hipoalergénico ",606,1
H1138-EQS,TH1138AEQSUNI,"Gorro Orejas de Zorro en Algodón Hipoalergénico ",674,1
H1210-KBK,UH1210AKBKUNI,"Paquete de 2 Gorros en Algodón Hipoalergénico",62,1
H1226-DFY,UH1226ADFYUNI,"Paquete de 2 Baberos en Algodón Hipoalergénico Bordado de Perritos",693,1
H1226-EAG,UH1226AEAGUNI,"Paquete de 2 Baberos en Algodón Hipoalergénico Bordado de Pajaritos",695,1
H1230-DFY,TH1230ADFYUNI,"Toalla con Gorro en Algodón Hipoalergénico Bordado de Perrito ",747,1
H1287-DCX,UH1287CDCXUNI,"Paquete de 2 Baberos en Algodón Hipoalergénico Bordado de Animalitos",161,1
H1291-JAX,TH1291AJAXUNI,"Toalla con Gorro en Algodón Hipoalergénico Bordado de Oso  ",216,1
H2511-CO2,TH2511ACO2218,"Vestido sin Mangas en Algodón Hipoalergénico ",89,1
H2511-CO2,TH2511ACO224M,"Vestido sin Mangas en Algodón Hipoalergénico ",152,1
H2511-CO2,TH2511ACO23A6,"Vestido sin Mangas en Algodón Hipoalergénico ",129,1
H2511-CO2,TH2511ACO26A9,"Vestido sin Mangas en Algodón Hipoalergénico ",115,1
H2511-CO2,TH2511BCO22A,"Vestido sin Mangas en Algodón Hipoalergénico ",131,1
H2511-CO2,TH2511BCO23A,"Vestido sin Mangas en Algodón Hipoalergénico ",203,1
H2511-CO2,TH2511BCO23X,"Vestido sin Mangas en Algodón Hipoalergénico ",118,1
H2511-E01,TH2511AE01218,"Vestido sin Mangas en Algodón Hipoalergénico",90,1
H2511-E01,TH2511AE0124M,"Vestido sin Mangas en Algodón Hipoalergénico",139,1
H2511-E01,TH2511AE013A6,"Vestido sin Mangas en Algodón Hipoalergénico",154,1
H2511-E01,TH2511AE016A9,"Vestido sin Mangas en Algodón Hipoalergénico",150,1
H2511-E01,TH2511BE012A,"Vestido sin Mangas en Algodón Hipoalergénico",172,1
H2511-E01,TH2511BE013A,"Vestido sin Mangas en Algodón Hipoalergénico",208,1
H2511-E01,TH2511BE013X,"Vestido sin Mangas en Algodón Hipoalergénico",182,1
H2516-BCO,TH2516ABCOUNI,"Toalla con Gorro en Algodón Hipoalergénico",314,1
I1006-DEW,UI1006CDEWUNI,"Paquete de 2 Baberos en Algodón Hipoalergénico Bordado de Elefantitos",513,1
I1007-EDE,UI1007CEDEUNI,"Paquete de 2 Gorros en Algodón Hipoalergénico",538,1
I1007-EHL,UI1007BEHLUNI,"Paquete de 2 Gorros en Algodón Hipoalergénico",55,1
I1007-ESP,UI1007AESPUNI,"Paquete de 2 Gorros en Algodón Hipoalergénico",114,1
I1019-KBK,UI1019AKBKUNI,"Paquete de 2 Baberos en Algodón Hipoalergénico Bordado de Primavera",373,1
I1083-HNH,TI1083AHNHUNI,"Toalla con Gorro en Algodón Hipoalergénico Bordado de Hipocampo ",56,1
I1162-DGN,TI1162BDGNUNI,"Toalla con Gorro en Algodón Hipoalergénico Bordado de Changuito  ",210,1
I1207-EBJ,UI1207AEBJUNI,"Paquete de 2 Gorros en Algodón Hipoalergénico",245,1
I1241-EUN,TI1241AEUNUNI,"Toalla con Gorro en Algodón Hipoalergénico Bordado de Conejo  ",263,1
I1337-EXA,TI1337AEXA12M,"Chamarra con Gorro Orejas de Oso en Microfleece",169,1
I1337-EXA,TI1337AEXA24M,"Chamarra con Gorro Orejas de Oso en Microfleece",135,1
I1337-EXA,TI1337AEXA3M,"Chamarra con Gorro Orejas de Oso en Microfleece",31,1
I1337-EXA,TI1337AEXA6M,"Chamarra con Gorro Orejas de Oso en Microfleece",27,1
I1338-EXA,TI1338AEXA2A,"Chamarra con Gorro Orejas de Oso en Microfleece",212,1
I1338-EXA,TI1338AEXA3A,"Chamarra con Gorro Orejas de Oso en Microfleece",153,1
I1338-EXA,TI1338AEXA3X,"Chamarra con Gorro Orejas de Oso en Microfleece",137,1
I1338-KDR,TI1338BKDR2A,"Chamarra con Gorro Orejas de Oso en Microfleece ",241,1
I1338-KDR,TI1338BKDR3A,"Chamarra con Gorro Orejas de Oso en Microfleece ",298,1
I1338-KDR,TI1338BKDR3X,"Chamarra con Gorro Orejas de Oso en Microfleece ",202,1
I1401-EBJ,TI1401AEBJ12M,"Chamarra con Gorro en Microfleece Bordado de Hada",246,1
I1401-EBJ,TI1401AEBJ24M,"Chamarra con Gorro en Microfleece Bordado de Hada",258,1
I1401-EBJ,TI1401AEBJ3M,"Chamarra con Gorro en Microfleece Bordado de Hada",271,1
I1401-EBJ,TI1401AEBJ6M,"Chamarra con Gorro en Microfleece Bordado de Hada",121,1
I1401-EMC,TI1401BEMC12M,"Chamarra con Gorro en Microfleece Estampado Medieval",354,1
I1401-EMC,TI1401BEMC24M,"Chamarra con Gorro en Microfleece Estampado Medieval",345,1
I1401-EMC,TI1401BEMC3M,"Chamarra con Gorro en Microfleece Estampado Medieval",360,1
I1401-EMC,TI1401BEMC6M,"Chamarra con Gorro en Microfleece Estampado Medieval",196,1
I2102-HLV,TI2102BHLV2A,"Chamarra Capitonada Ligera en Algodón Hipoalergénico",58,1
I2102-HLV,TI2102BHLV3A,"Chamarra Capitonada Ligera en Algodón Hipoalergénico",64,1
I2102-HLV,TI2102BHLV3X,"Chamarra Capitonada Ligera en Algodón Hipoalergénico",75,1
I2507-RMA,TI2507ARMA3A6,"Vestido sin Mangas en Algodón Hipoalergénico Color Azul",24,1
I2507-RMA,TI2507ARMA6A9,"Vestido sin Mangas en Algodón Hipoalergénico Color Azul",32,1
I2507-RMA,TI2507ARMA912,"Vestido sin Mangas en Algodón Hipoalergénico Color Azul",25,1
I3330-KCQ,TI3330CKCQ10A,"Chaleco con Gorro en Algodón Hipoalergénico",59,1
I3330-KCQ,TI3330CKCQ12A,"Chaleco con Gorro en Algodón Hipoalergénico",67,1
I3330-KCQ,TI3330CKCQ4A,"Chaleco con Gorro en Algodón Hipoalergénico",59,1
J1027-TE5,TJ1027ATE5218,"Vestido de Manga Corta en Algodón Hipoalergénico",375,1
J1027-TE5,TJ1027ATE524M,"Vestido de Manga Corta en Algodón Hipoalergénico",375,1
J1027-TE5,TJ1027ATE53A6,"Vestido de Manga Corta en Algodón Hipoalergénico",375,1
